data_type,metric,comparison_type,encoding,method1,method2,p_value,p_value_bonferroni,winner,mean_method1,mean_method2,significant,significant_bonferroni
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,NPM,OneHotVstack,1.3108876881624836e-14,3.6704855268549543e-13,NPM,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,NPM,kmer,4.658787932195035e-19,1.3044606210146098e-17,NPM,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,NPM,LabelEncodingPairwise,3.4295160198223353e-09,9.602644855502539e-08,NPM,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,NPM,bulges,0.49427407805172585,1.0,No diff,,,False,False
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,NPM,MM,8.47514795097187e-19,2.3730414262721235e-17,NPM,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHot,OneHot5Channel,0.00143385495673549,0.04014793878859372,OneHot5Channel,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHot,OneHotVstack,0.8157996051358722,1.0,No diff,,,False,False
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHot,kmer,1.6198402416745655e-12,4.535552676688783e-11,OneHot,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHot,LabelEncodingPairwise,0.04213449794940741,1.0,LabelEncodingPairwise,,,True,False
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHot,bulges,1.5015283541592826e-12,4.2042793916459917e-11,bulges,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHot,MM,4.1846970697696256e-12,1.1717151795354952e-10,OneHot,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHot5Channel,OneHotVstack,0.017869807174664715,0.500354600890612,OneHot5Channel,,,True,False
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHot5Channel,kmer,2.694747822584298e-15,7.545293903236034e-14,OneHot5Channel,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHot5Channel,LabelEncodingPairwise,0.6065922301402735,1.0,No diff,,,False,False
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHot5Channel,bulges,8.301338173490453e-11,2.324374688577327e-09,bulges,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHot5Channel,MM,3.192991290964935e-15,8.940375614701818e-14,OneHot5Channel,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHotVstack,kmer,1.310986261367655e-14,3.6707615318294337e-13,OneHotVstack,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHotVstack,LabelEncodingPairwise,0.007730746035127409,0.21646088898356744,LabelEncodingPairwise,,,True,False
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHotVstack,bulges,2.420113364811244e-14,6.776317421471482e-13,bulges,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,OneHotVstack,MM,2.6563065338846212e-14,7.437658294876939e-13,OneHotVstack,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,kmer,LabelEncodingPairwise,6.496146740195861e-16,1.818921087254841e-14,LabelEncodingPairwise,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,kmer,bulges,2.768904725271747e-19,7.752933230760891e-18,bulges,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,kmer,MM,0.672302831836946,1.0,No diff,,,False,False
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,LabelEncodingPairwise,bulges,3.977307035972071e-08,1.1136459700721798e-06,bulges,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,LabelEncodingPairwise,MM,5.882466057965312e-16,1.6470904962302874e-14,LabelEncodingPairwise,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_catboost,Multiple,bulges,MM,3.954290778097662e-19,1.1072014178673455e-17,bulges,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,NPM,OneHot,0.001708984375,0.0478515625,OneHot,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,NPM,OneHot5Channel,0.05767822265625,1.0,No diff,,,False,False
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,NPM,OneHotVstack,0.7502379417419434,1.0,No diff,,,False,False
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,NPM,kmer,0.0011548399925231934,0.032335519790649414,kmer,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,NPM,LabelEncodingPairwise,2.980232238769531e-07,8.344650268554688e-06,LabelEncodingPairwise,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,NPM,bulges,0.044559478759765625,1.0,bulges,,,True,False
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,NPM,MM,5.3882598876953125e-05,0.0015087127685546875,MM,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHot,OneHot5Channel,0.007235796054374077,0.20260228952247417,OneHot,,,True,False
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHot,OneHotVstack,0.6893201172351837,1.0,No diff,,,False,False
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHot,kmer,0.7871530827616067,1.0,No diff,,,False,False
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHot,LabelEncodingPairwise,9.915668738624432e-09,2.776387246814841e-07,LabelEncodingPairwise,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHot,bulges,0.6455853804945946,1.0,No diff,,,False,False
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHot,MM,0.0003423559641874308,0.009585966997248063,MM,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHot5Channel,OneHotVstack,2.6737125153886154e-06,7.486395043088123e-05,OneHotVstack,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHot5Channel,kmer,0.00026239110146712697,0.007346950841079555,kmer,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHot5Channel,LabelEncodingPairwise,8.055970661358803e-14,2.255671785180465e-12,LabelEncodingPairwise,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHot5Channel,bulges,3.5575067158788443e-06,9.961018804460764e-05,bulges,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHot5Channel,MM,3.2251150306302846e-07,9.030322085764797e-06,MM,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHotVstack,kmer,0.8621771225118494,1.0,No diff,,,False,False
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHotVstack,LabelEncodingPairwise,2.3900953516978203e-11,6.692266984753897e-10,LabelEncodingPairwise,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHotVstack,bulges,0.308520769700408,1.0,No diff,,,False,False
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,OneHotVstack,MM,3.5296478917583985e-05,0.0009883014096923517,MM,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,kmer,LabelEncodingPairwise,1.5406691870187937e-17,4.3138737236526224e-16,LabelEncodingPairwise,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,kmer,bulges,0.0742685067560369,1.0,No diff,,,False,False
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,kmer,MM,3.1568914514591315e-06,8.839296064085568e-05,MM,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,LabelEncodingPairwise,bulges,1.6394876893071334e-08,4.5905655300599734e-07,LabelEncodingPairwise,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,LabelEncodingPairwise,MM,3.6989235791727996e-17,1.0356986021683839e-15,LabelEncodingPairwise,,,True,True
CHANGEseq,spearman_after_inv_trans,Encoding_decision_tree,Multiple,bulges,MM,0.00033306437309692466,0.009325802446713891,MM,,,True,True
